"ƒ´∏ﬁ∂Û π¯»£","¡÷º“","ªÛºº º≥∏Ì","√¯¡§ Ω√¿€ Ω√∞£","√¯¡§ ¡æ∑· Ω√∞£","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (IN)","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (OUT)","µ•¿Ã≈Õ¿‘∑¬Ω√∞£"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 16:28:36","2015-11-06 16:38:36","106","132","2015-11-06 16:38:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 16:38:36","2015-11-06 16:48:36","116","92","2015-11-06 16:48:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 16:38:36","2015-11-06 16:48:36","83","151","2015-11-06 16:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 16:38:36","2015-11-06 16:48:36","44","89","2015-11-06 16:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 16:38:36","2015-11-06 16:48:36","111","108","2015-11-06 16:48:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 16:48:36","2015-11-06 16:58:36","128","104","2015-11-06 16:58:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 16:48:36","2015-11-06 16:58:36","51","81","2015-11-06 16:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 16:48:36","2015-11-06 16:58:36","75","113","2015-11-06 16:58:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 16:48:36","2015-11-06 16:58:36","50","89","2015-11-06 16:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 16:58:36","2015-11-06 17:08:36","109","135","2015-11-06 17:08:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 16:58:36","2015-11-06 17:08:36","102","89","2015-11-06 17:08:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 16:58:36","2015-11-06 17:08:36","50","77","2015-11-06 17:08:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 16:58:36","2015-11-06 17:08:36","115","89","2015-11-06 17:08:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 17:08:36","2015-11-06 17:18:36","99","84","2015-11-06 17:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 17:08:36","2015-11-06 17:18:36","73","112","2015-11-06 17:18:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 17:08:36","2015-11-06 17:18:36","113","249","2015-11-06 17:18:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 17:08:36","2015-11-06 17:18:36","28","111","2015-11-06 17:18:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 17:18:36","2015-11-06 17:28:36","86","205","2015-11-06 17:28:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 17:18:36","2015-11-06 17:28:36","78","107","2015-11-06 17:28:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 17:18:36","2015-11-06 17:28:36","50","182","2015-11-06 17:28:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 17:18:36","2015-11-06 17:28:36","38","114","2015-11-06 17:28:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 17:28:36","2015-11-06 17:38:36","77","74","2015-11-06 17:38:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 17:28:36","2015-11-06 17:38:36","97","98","2015-11-06 17:38:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 17:28:36","2015-11-06 17:38:36","60","131","2015-11-06 17:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 17:28:36","2015-11-06 17:38:36","106","145","2015-11-06 17:38:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 17:38:36","2015-11-06 17:48:36","76","134","2015-11-06 17:48:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 17:38:36","2015-11-06 17:48:36","152","203","2015-11-06 17:48:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 17:38:36","2015-11-06 17:48:36","69","118","2015-11-06 17:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 17:38:36","2015-11-06 17:48:36","185","132","2015-11-06 17:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 17:48:36","2015-11-06 17:58:36","94","155","2015-11-06 17:58:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 17:48:36","2015-11-06 17:58:36","89","90","2015-11-06 17:58:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 17:48:36","2015-11-06 17:58:36","106","83","2015-11-06 17:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 17:48:36","2015-11-06 17:58:36","191","205","2015-11-06 17:58:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 17:58:36","2015-11-06 18:08:36","58","142","2015-11-06 18:08:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 17:58:36","2015-11-06 18:08:36","59","61","2015-11-06 18:08:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 17:58:36","2015-11-06 18:08:36","148","100","2015-11-06 18:08:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 17:58:36","2015-11-06 18:08:36","182","229","2015-11-06 18:08:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 18:08:36","2015-11-06 18:18:36","54","100","2015-11-06 18:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 18:08:36","2015-11-06 18:18:36","41","74","2015-11-06 18:18:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 18:08:36","2015-11-06 18:18:36","234","289","2015-11-06 18:18:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 18:08:36","2015-11-06 18:18:36","127","68","2015-11-06 18:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 18:18:36","2015-11-06 18:28:36","47","47","2015-11-06 18:28:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 18:18:36","2015-11-06 18:28:36","186","211","2015-11-06 18:28:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 18:18:36","2015-11-06 18:28:36","59","107","2015-11-06 18:28:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 18:18:36","2015-11-06 18:28:36","85","139","2015-11-06 18:28:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 18:28:36","2015-11-06 18:38:36","103","85","2015-11-06 18:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 18:28:36","2015-11-06 18:38:36","205","184","2015-11-06 18:38:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 18:28:36","2015-11-06 18:38:36","73","116","2015-11-06 18:38:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 18:28:36","2015-11-06 18:38:36","89","46","2015-11-06 18:38:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 18:38:36","2015-11-06 18:48:36","39","67","2015-11-06 18:48:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 18:38:36","2015-11-06 18:48:36","188","156","2015-11-06 18:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 18:38:36","2015-11-06 18:48:36","70","98","2015-11-06 18:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 18:38:36","2015-11-06 18:48:36","99","92","2015-11-06 18:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 18:48:36","2015-11-06 18:58:36","54","56","2015-11-06 18:58:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 18:48:36","2015-11-06 18:58:36","78","71","2015-11-06 18:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 18:48:36","2015-11-06 18:58:36","131","181","2015-11-06 18:58:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 18:48:36","2015-11-06 18:58:36","24","34","2015-11-06 18:58:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 18:58:36","2015-11-06 19:08:36","86","84","2015-11-06 19:08:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 18:58:36","2015-11-06 19:08:36","64","64","2015-11-06 19:08:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 18:58:36","2015-11-06 19:08:36","46","24","2015-11-06 19:08:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 18:58:36","2015-11-06 19:08:36","119","112","2015-11-06 19:08:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 19:08:36","2015-11-06 19:18:36","117","146","2015-11-06 19:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 19:08:36","2015-11-06 19:18:36","56","24","2015-11-06 19:18:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 19:08:36","2015-11-06 19:18:36","103","74","2015-11-06 19:18:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 19:08:36","2015-11-06 19:18:36","31","88","2015-11-06 19:18:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 19:18:36","2015-11-06 19:28:36","60","57","2015-11-06 19:28:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 19:18:36","2015-11-06 19:28:36","63","83","2015-11-06 19:28:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 19:18:36","2015-11-06 19:28:36","34","34","2015-11-06 19:28:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 19:18:36","2015-11-06 19:28:36","86","104","2015-11-06 19:28:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 19:28:36","2015-11-06 19:38:36","54","92","2015-11-06 19:38:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 19:28:36","2015-11-06 19:38:36","20","10","2015-11-06 19:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 19:28:36","2015-11-06 19:38:36","111","78","2015-11-06 19:38:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 19:28:36","2015-11-06 19:38:36","54","90","2015-11-06 19:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 19:38:36","2015-11-06 19:48:36","66","90","2015-11-06 19:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 19:38:36","2015-11-06 19:48:36","59","61","2015-11-06 19:48:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 19:38:36","2015-11-06 19:48:36","36","12","2015-11-06 19:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 19:38:36","2015-11-06 19:48:36","76","66","2015-11-06 19:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 19:48:36","2015-11-06 19:58:36","34","68","2015-11-06 19:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 19:48:36","2015-11-06 19:58:36","97","89","2015-11-06 19:58:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 19:48:36","2015-11-06 19:58:36","44","50","2015-11-06 19:58:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 19:48:36","2015-11-06 19:58:36","53","25","2015-11-06 19:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 19:58:36","2015-11-06 20:08:36","74","95","2015-11-06 20:08:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 19:58:36","2015-11-06 20:08:36","35","28","2015-11-06 20:08:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 19:58:36","2015-11-06 20:08:36","23","72","2015-11-06 20:08:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 19:58:36","2015-11-06 20:08:36","89","70","2015-11-06 20:08:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 20:08:36","2015-11-06 20:18:36","60","87","2015-11-06 20:18:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 20:08:36","2015-11-06 20:18:36","51","41","2015-11-06 20:18:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 20:08:36","2015-11-06 20:18:36","29","45","2015-11-06 20:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 20:08:36","2015-11-06 20:18:36","20","36","2015-11-06 20:18:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 20:18:36","2015-11-06 20:28:36","68","175","2015-11-06 20:28:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 20:18:36","2015-11-06 20:28:36","66","56","2015-11-06 20:28:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 20:18:36","2015-11-06 20:28:36","52","96","2015-11-06 20:28:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 20:18:36","2015-11-06 20:28:36","20","18","2015-11-06 20:28:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 20:28:36","2015-11-06 20:38:36","25","9","2015-11-06 20:38:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 20:28:36","2015-11-06 20:38:36","25","76","2015-11-06 20:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 20:28:36","2015-11-06 20:38:36","62","117","2015-11-06 20:38:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 20:28:36","2015-11-06 20:38:36","92","37","2015-11-06 20:38:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 20:38:36","2015-11-06 20:48:36","21","36","2015-11-06 20:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 20:38:36","2015-11-06 20:48:36","48","52","2015-11-06 20:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 20:38:36","2015-11-06 20:48:36","41","62","2015-11-06 20:48:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 20:38:36","2015-11-06 20:48:36","56","123","2015-11-06 20:48:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 20:48:36","2015-11-06 20:58:36","30","16","2015-11-06 20:58:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 20:48:36","2015-11-06 20:58:36","41","36","2015-11-06 20:58:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 20:48:36","2015-11-06 20:58:36","42","103","2015-11-06 20:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 20:48:36","2015-11-06 20:58:36","38","59","2015-11-06 20:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 20:58:36","2015-11-06 21:08:36","42","60","2015-11-06 21:08:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 20:58:36","2015-11-06 21:08:36","73","39","2015-11-06 21:08:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 20:58:36","2015-11-06 21:08:36","34","94","2015-11-06 21:08:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 20:58:36","2015-11-06 21:08:36","52","13","2015-11-06 21:08:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 21:08:36","2015-11-06 21:18:36","58","95","2015-11-06 21:18:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 21:08:36","2015-11-06 21:18:36","29","60","2015-11-06 21:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 21:08:36","2015-11-06 21:18:36","15","23","2015-11-06 21:18:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 21:08:36","2015-11-06 21:18:36","85","84","2015-11-06 21:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 21:18:36","2015-11-06 21:28:36","19","28","2015-11-06 21:28:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 21:18:36","2015-11-06 21:28:36","57","53","2015-11-06 21:28:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 21:18:36","2015-11-06 21:28:36","18","79","2015-11-06 21:28:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 21:18:36","2015-11-06 21:28:36","44","120","2015-11-06 21:28:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 21:28:36","2015-11-06 21:38:36","30","55","2015-11-06 21:38:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 21:28:36","2015-11-06 21:38:36","28","20","2015-11-06 21:38:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 21:28:36","2015-11-06 21:38:36","68","32","2015-11-06 21:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 21:28:36","2015-11-06 21:38:36","40","128","2015-11-06 21:38:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 21:38:36","2015-11-06 21:48:36","45","20","2015-11-06 21:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 21:38:36","2015-11-06 21:48:36","31","84","2015-11-06 21:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 21:38:36","2015-11-06 21:48:36","53","44","2015-11-06 21:48:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 21:38:36","2015-11-06 21:48:36","93","128","2015-11-06 21:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 21:48:36","2015-11-06 21:58:36","25","31","2015-11-06 21:58:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 21:48:36","2015-11-06 21:58:36","38","25","2015-11-06 21:58:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 21:48:36","2015-11-06 21:58:36","45","70","2015-11-06 21:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 21:48:36","2015-11-06 21:58:36","127","113","2015-11-06 21:58:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 21:58:36","2015-11-06 22:08:36","35","79","2015-11-06 22:08:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 21:58:36","2015-11-06 22:08:36","33","21","2015-11-06 22:08:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 21:58:36","2015-11-06 22:08:36","87","23","2015-11-06 22:08:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 21:58:36","2015-11-06 22:08:36","78","103","2015-11-06 22:08:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 22:08:36","2015-11-06 22:18:36","50","50","2015-11-06 22:18:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 22:08:36","2015-11-06 22:18:36","34","22","2015-11-06 22:18:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 22:08:36","2015-11-06 22:18:36","64","41","2015-11-06 22:18:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 22:08:36","2015-11-06 22:18:36","58","140","2015-11-06 22:18:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 22:18:36","2015-11-06 22:28:36","27","56","2015-11-06 22:28:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 22:18:36","2015-11-06 22:28:36","20","17","2015-11-06 22:28:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 22:18:36","2015-11-06 22:28:36","27","16","2015-11-06 22:28:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 22:18:36","2015-11-06 22:28:36","44","36","2015-11-06 22:28:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 22:28:36","2015-11-06 22:38:36","32","6","2015-11-06 22:38:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 22:28:36","2015-11-06 22:38:36","30","73","2015-11-06 22:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 22:28:36","2015-11-06 22:38:36","33","67","2015-11-06 22:38:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 22:28:36","2015-11-06 22:38:36","26","17","2015-11-06 22:38:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 22:38:36","2015-11-06 22:48:36","28","38","2015-11-06 22:48:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 22:38:36","2015-11-06 22:48:36","19","20","2015-11-06 22:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 22:38:36","2015-11-06 22:48:36","36","30","2015-11-06 22:48:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 22:38:36","2015-11-06 22:48:36","24","33","2015-11-06 22:48:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 22:48:36","2015-11-06 22:58:36","17","26","2015-11-06 22:58:36"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-11-06 22:48:36","2015-11-06 22:58:36","12","4","2015-11-06 22:58:36"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-11-06 22:48:36","2015-11-06 22:58:36","28","46","2015-11-06 22:58:36"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-11-06 22:48:36","2015-11-06 22:58:36","22","27","2015-11-06 22:58:36"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-11-06 22:58:36","2015-11-06 23:08:36","13","12","2015-11-06 23:08:36"
